Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
2017-06-02 17:23:42.700013: step 0, loss = 4.67 (16.3 examples/sec; 7.872 sec/batch)
2017-06-02 17:24:14.303705: step 290, loss = 3.62 (2126.8 examples/sec; 0.060 sec/batch)
2017-06-02 17:24:15.284044: step 300, loss = 3.45 (2581.3 examples/sec; 0.050 sec/batch)
2017-06-02 17:24:16.382928: step 310, loss = 3.50 (2720.0 examples/sec; 0.047 sec/batch)
2017-06-02 17:24:17.374478: step 320, loss = 3.52 (2761.7 examples/sec; 0.046 sec/batch)
2017-06-02 17:24:18.382016: step 330, loss = 3.43 (2752.8 examples/sec; 0.046 sec/batch)
2017-06-02 17:24:19.352659: step 340, loss = 3.39 (2196.3 examples/sec; 0.058 sec/batch)
2017-06-02 17:24:20.342473: step 350, loss = 3.48 (2777.7 examples/sec; 0.046 sec/batch)
2017-06-02 17:24:21.365343: step 360, loss = 3.40 (2999.4 examples/sec; 0.043 sec/batch)
2017-06-02 17:24:22.353424: step 370, loss = 3.24 (2618.1 examples/sec; 0.049 sec/batch)
2017-06-02 17:24:23.350751: step 380, loss = 3.42 (1935.1 examples/sec; 0.066 sec/batch)
2017-06-02 17:24:24.330445: step 390, loss = 3.30 (2701.0 examples/sec; 0.047 sec/batch)
2017-06-02 17:24:25.380356: step 400, loss = 3.29 (2808.1 examples/sec; 0.046 sec/batch)
2017-06-02 17:24:26.485006: step 410, loss = 3.37 (2781.3 examples/sec; 0.046 sec/batch)
2017-06-02 17:24:27.472592: step 420, loss = 3.26 (2349.0 examples/sec; 0.054 sec/batch)
2017-06-02 17:24:28.465039: step 430, loss = 3.26 (2949.7 examples/sec; 0.043 sec/batch)
2017-06-02 17:24:29.460132: step 440, loss = 3.18 (2870.8 examples/sec; 0.045 sec/batch)
2017-06-02 17:24:30.412019: step 450, loss = 3.28 (2647.3 examples/sec; 0.048 sec/batch)
2017-06-02 17:24:31.426794: step 460, loss = 3.03 (2155.2 examples/sec; 0.059 sec/batch)
2017-06-02 17:24:32.441194: step 470, loss = 3.10 (2737.3 examples/sec; 0.047 sec/batch)
2017-06-02 17:24:33.389831: step 480, loss = 3.15 (2795.9 examples/sec; 0.046 sec/batch)
2017-06-02 17:24:34.417113: step 490, loss = 3.18 (2636.5 examples/sec; 0.049 sec/batch)
2017-06-02 17:24:35.425061: step 500, loss = 3.21 (2822.1 examples/sec; 0.045 sec/batch)
2017-06-02 17:24:36.541631: step 510, loss = 3.39 (2413.1 examples/sec; 0.053 sec/batch)
2017-06-02 17:24:37.487724: step 520, loss = 3.01 (2675.5 examples/sec; 0.048 sec/batch)
2017-06-02 17:24:38.482027: step 530, loss = 3.10 (2758.2 examples/sec; 0.046 sec/batch)
2017-06-02 17:24:39.474162: step 540, loss = 3.06 (2603.5 examples/sec; 0.049 sec/batch)
2017-06-02 17:24:40.452389: step 550, loss = 3.04 (1967.8 examples/sec; 0.065 sec/batch)
2017-06-02 17:24:41.407294: step 560, loss = 3.00 (2739.6 examples/sec; 0.047 sec/batch)
2017-06-02 17:24:42.403561: step 570, loss = 3.07 (2718.6 examples/sec; 0.047 sec/batch)
2017-06-02 17:24:43.383940: step 580, loss = 3.06 (2145.6 examples/sec; 0.060 sec/batch)
2017-06-02 17:24:44.356943: step 590, loss = 2.88 (2770.6 examples/sec; 0.046 sec/batch)
2017-06-02 17:24:45.357722: step 600, loss = 3.03 (2732.5 examples/sec; 0.047 sec/batch)
2017-06-02 17:24:46.477585: step 610, loss = 2.87 (2854.3 examples/sec; 0.045 sec/batch)
2017-06-02 17:24:47.475182: step 620, loss = 2.94 (2393.8 examples/sec; 0.053 sec/batch)
2017-06-02 17:24:48.456255: step 630, loss = 2.92 (2977.1 examples/sec; 0.043 sec/batch)
2017-06-02 17:24:49.480422: step 640, loss = 3.27 (2852.8 examples/sec; 0.045 sec/batch)
2017-06-02 17:24:50.464594: step 650, loss = 2.76 (2318.8 examples/sec; 0.055 sec/batch)
2017-06-02 17:24:51.418520: step 660, loss = 2.87 (2978.8 examples/sec; 0.043 sec/batch)
2017-06-02 17:24:52.426007: step 670, loss = 2.82 (2970.9 examples/sec; 0.043 sec/batch)
2017-06-02 17:24:53.460090: step 680, loss = 2.65 (2808.1 examples/sec; 0.046 sec/batch)
2017-06-02 17:24:54.390332: step 690, loss = 2.66 (2718.6 examples/sec; 0.047 sec/batch)
2017-06-02 17:24:55.405771: step 700, loss = 2.87 (2449.4 examples/sec; 0.052 sec/batch)
2017-06-02 17:24:56.498029: step 710, loss = 2.76 (2536.4 examples/sec; 0.050 sec/batch)
2017-06-02 17:24:57.423557: step 720, loss = 2.77 (2881.7 examples/sec; 0.044 sec/batch)
2017-06-02 17:24:58.405893: step 730, loss = 2.80 (2777.4 examples/sec; 0.046 sec/batch)
2017-06-02 17:24:59.384533: step 740, loss = 2.70 (2829.8 examples/sec; 0.045 sec/batch)
2017-06-02 17:25:00.330911: step 750, loss = 2.55 (2714.6 examples/sec; 0.047 sec/batch)
2017-06-02 17:25:01.357011: step 760, loss = 2.70 (2448.5 examples/sec; 0.052 sec/batch)
2017-06-02 17:25:02.359889: step 770, loss = 2.81 (2661.3 examples/sec; 0.048 sec/batch)
2017-06-02 17:25:03.376174: step 780, loss = 2.55 (2431.0 examples/sec; 0.053 sec/batch)
2017-06-02 17:25:04.348222: step 790, loss = 2.49 (2926.6 examples/sec; 0.044 sec/batch)
2017-06-02 17:25:05.360562: step 800, loss = 2.56 (3580.3 examples/sec; 0.036 sec/batch)
2017-06-02 17:25:06.461108: step 810, loss = 2.78 (2665.6 examples/sec; 0.048 sec/batch)
2017-06-02 17:25:07.416064: step 820, loss = 2.76 (2764.9 examples/sec; 0.046 sec/batch)
2017-06-02 17:25:08.432955: step 830, loss = 2.42 (2753.9 examples/sec; 0.046 sec/batch)
2017-06-02 17:25:09.400691: step 840, loss = 2.61 (2713.2 examples/sec; 0.047 sec/batch)
2017-06-02 17:25:10.396353: step 850, loss = 2.52 (2430.1 examples/sec; 0.053 sec/batch)
2017-06-02 17:25:11.394551: step 860, loss = 2.56 (2750.2 examples/sec; 0.047 sec/batch)
2017-06-02 17:25:12.417906: step 870, loss = 2.74 (2688.9 examples/sec; 0.048 sec/batch)
2017-06-02 17:25:13.384153: step 880, loss = 2.50 (2096.3 examples/sec; 0.061 sec/batch)
2017-06-02 17:25:14.337545: step 890, loss = 2.46 (3037.1 examples/sec; 0.042 sec/batch)
2017-06-02 17:25:15.336426: step 900, loss = 2.43 (2720.6 examples/sec; 0.047 sec/batch)
2017-06-02 17:25:16.416967: step 910, loss = 2.41 (2840.4 examples/sec; 0.045 sec/batch)
2017-06-02 17:25:17.391903: step 920, loss = 2.70 (2620.3 examples/sec; 0.049 sec/batch)
2017-06-02 17:25:18.366582: step 930, loss = 2.29 (2700.4 examples/sec; 0.047 sec/batch)
2017-06-02 17:25:19.340035: step 940, loss = 2.29 (2750.6 examples/sec; 0.047 sec/batch)
2017-06-02 17:25:20.348227: step 950, loss = 2.40 (2595.2 examples/sec; 0.049 sec/batch)
2017-06-02 17:25:21.287042: step 960, loss = 2.56 (2617.0 examples/sec; 0.049 sec/batch)
2017-06-02 17:25:22.335291: step 970, loss = 2.48 (2445.1 examples/sec; 0.052 sec/batch)
2017-06-02 17:25:23.294771: step 980, loss = 2.49 (2832.3 examples/sec; 0.045 sec/batch)
2017-06-02 17:25:24.262014: step 990, loss = 2.48 (2673.4 examples/sec; 0.048 sec/batch)
2017-06-02 17:25:25.246058: step 1000, loss = 2.33 (2851.0 examples/sec; 0.045 sec/batch)
2017-06-02 17:25:26.476660: step 1010, loss = 2.33 (2721.0 examples/sec; 0.047 sec/batch)
2017-06-02 17:25:27.456030: step 1020, loss = 2.53 (2354.7 examples/sec; 0.054 sec/batch)
2017-06-02 17:25:28.520775: step 1030, loss = 2.32 (2752.5 examples/sec; 0.047 sec/batch)
2017-06-02 17:25:29.493359: step 1040, loss = 2.41 (2489.0 examples/sec; 0.051 sec/batch)
2017-06-02 17:25:30.465275: step 1050, loss = 2.44 (2623.9 examples/sec; 0.049 sec/batch)
2017-06-02 17:25:31.467243: step 1060, loss = 2.28 (2817.1 examples/sec; 0.045 sec/batch)
2017-06-02 17:25:32.453920: step 1070, loss = 2.34 (2201.0 examples/sec; 0.058 sec/batch)
2017-06-02 17:25:33.449250: step 1080, loss = 2.27 (2423.8 examples/sec; 0.053 sec/batch)
2017-06-02 17:25:34.423256: step 1090, loss = 2.20 (2624.9 examples/sec; 0.049 sec/batch)
2017-06-02 17:25:35.453767: step 1100, loss = 2.45 (2709.5 examples/sec; 0.047 sec/batch)
2017-06-02 17:25:36.535696: step 1110, loss = 2.22 (3211.8 examples/sec; 0.040 sec/batch)
2017-06-02 17:25:37.533759: step 1120, loss = 2.06 (3027.3 examples/sec; 0.042 sec/batch)
2017-06-02 17:25:38.506963: step 1130, loss = 2.33 (2806.9 examples/sec; 0.046 sec/batch)
2017-06-02 17:25:39.538223: step 1140, loss = 2.21 (2635.1 examples/sec; 0.049 sec/batch)
2017-06-02 17:25:40.495795: step 1150, loss = 2.09 (2651.8 examples/sec; 0.048 sec/batch)
2017-06-02 17:25:41.500761: step 1160, loss = 2.18 (2817.8 examples/sec; 0.045 sec/batch)
2017-06-02 17:25:42.541011: step 1170, loss = 2.21 (2202.8 examples/sec; 0.058 sec/batch)
2017-06-02 17:25:43.536490: step 1180, loss = 2.29 (2792.7 examples/sec; 0.046 sec/batch)
2017-06-02 17:25:44.557579: step 1190, loss = 2.05 (2264.7 examples/sec; 0.057 sec/batch)
2017-06-02 17:25:45.533681: step 1200, loss = 2.06 (2758.5 examples/sec; 0.046 sec/batch)
2017-06-02 17:25:46.631395: step 1210, loss = 2.10 (1930.6 examples/sec; 0.066 sec/batch)
2017-06-02 17:25:47.603023: step 1220, loss = 2.08 (2520.4 examples/sec; 0.051 sec/batch)
2017-06-02 17:25:48.600661: step 1230, loss = 2.12 (2495.7 examples/sec; 0.051 sec/batch)
2017-06-02 17:25:49.644680: step 1240, loss = 2.10 (2367.8 examples/sec; 0.054 sec/batch)
2017-06-02 17:25:50.644804: step 1250, loss = 2.27 (2543.4 examples/sec; 0.050 sec/batch)
2017-06-02 17:25:51.618518: step 1260, loss = 2.21 (2806.9 examples/sec; 0.046 sec/batch)
2017-06-02 17:25:52.610772: step 1270, loss = 2.12 (1994.5 examples/sec; 0.064 sec/batch)
2017-06-02 17:25:53.541640: step 1280, loss = 1.93 (2840.4 examples/sec; 0.045 sec/batch)
2017-06-02 17:25:54.540502: step 1290, loss = 2.00 (2158.1 examples/sec; 0.059 sec/batch)
2017-06-02 17:25:55.544636: step 1300, loss = 1.90 (2175.2 examples/sec; 0.059 sec/batch)
2017-06-02 17:25:56.616033: step 1310, loss = 2.14 (2873.9 examples/sec; 0.045 sec/batch)
2017-06-02 17:25:57.600593: step 1320, loss = 2.17 (2636.1 examples/sec; 0.049 sec/batch)
2017-06-02 17:25:58.589140: step 1330, loss = 1.96 (2624.8 examples/sec; 0.049 sec/batch)
2017-06-02 17:25:59.565224: step 1340, loss = 2.04 (1985.2 examples/sec; 0.064 sec/batch)
2017-06-02 17:26:00.500884: step 1350, loss = 2.03 (2847.5 examples/sec; 0.045 sec/batch)
2017-06-02 17:26:01.480459: step 1360, loss = 2.15 (2518.6 examples/sec; 0.051 sec/batch)
2017-06-02 17:26:02.473379: step 1370, loss = 1.91 (2648.2 examples/sec; 0.048 sec/batch)
2017-06-02 17:26:03.411964: step 1380, loss = 1.93 (2595.1 examples/sec; 0.049 sec/batch)
2017-06-02 17:26:04.391048: step 1390, loss = 2.08 (2770.7 examples/sec; 0.046 sec/batch)
2017-06-02 17:26:05.368830: step 1400, loss = 1.83 (2746.8 examples/sec; 0.047 sec/batch)
2017-06-02 17:26:06.457934: step 1410, loss = 1.90 (2620.6 examples/sec; 0.049 sec/batch)
2017-06-02 17:26:07.429116: step 1420, loss = 2.01 (2367.5 examples/sec; 0.054 sec/batch)
2017-06-02 17:26:08.400764: step 1430, loss = 1.79 (2786.9 examples/sec; 0.046 sec/batch)
2017-06-02 17:26:09.397142: step 1440, loss = 1.83 (2497.9 examples/sec; 0.051 sec/batch)
2017-06-02 17:26:10.410262: step 1450, loss = 1.97 (2654.1 examples/sec; 0.048 sec/batch)
2017-06-02 17:26:11.366449: step 1460, loss = 2.00 (2534.6 examples/sec; 0.051 sec/batch)
2017-06-02 17:26:12.409297: step 1470, loss = 2.20 (2477.5 examples/sec; 0.052 sec/batch)
2017-06-02 17:26:13.385354: step 1480, loss = 1.87 (2781.8 examples/sec; 0.046 sec/batch)
2017-06-02 17:26:14.368426: step 1490, loss = 1.93 (2597.0 examples/sec; 0.049 sec/batch)
2017-06-02 17:26:15.302069: step 1500, loss = 1.79 (2910.1 examples/sec; 0.044 sec/batch)
2017-06-02 17:26:16.369673: step 1510, loss = 2.13 (2656.8 examples/sec; 0.048 sec/batch)
2017-06-02 17:26:17.328754: step 1520, loss = 2.11 (2942.9 examples/sec; 0.043 sec/batch)
2017-06-02 17:26:18.255463: step 1530, loss = 1.90 (2486.2 examples/sec; 0.051 sec/batch)
2017-06-02 17:26:19.227002: step 1540, loss = 1.88 (2863.7 examples/sec; 0.045 sec/batch)
2017-06-02 17:26:20.214337: step 1550, loss = 1.90 (2872.9 examples/sec; 0.045 sec/batch)
2017-06-02 17:26:21.128011: step 1560, loss = 1.77 (2839.5 examples/sec; 0.045 sec/batch)
2017-06-02 17:26:22.102259: step 1570, loss = 1.82 (2720.1 examples/sec; 0.047 sec/batch)
2017-06-02 17:26:23.087399: step 1580, loss = 1.94 (2359.2 examples/sec; 0.054 sec/batch)
2017-06-02 17:26:24.056756: step 1590, loss = 1.55 (2296.5 examples/sec; 0.056 sec/batch)
2017-06-02 17:26:25.085037: step 1600, loss = 1.94 (2290.1 examples/sec; 0.056 sec/batch)
2017-06-02 17:26:26.203221: step 1610, loss = 1.88 (2568.3 examples/sec; 0.050 sec/batch)
2017-06-02 17:26:27.197627: step 1620, loss = 2.03 (2759.3 examples/sec; 0.046 sec/batch)
2017-06-02 17:26:28.168470: step 1630, loss = 1.79 (2863.9 examples/sec; 0.045 sec/batch)
2017-06-02 17:26:29.170030: step 1640, loss = 1.73 (2387.2 examples/sec; 0.054 sec/batch)
2017-06-02 17:26:30.152471: step 1650, loss = 1.65 (2639.2 examples/sec; 0.049 sec/batch)
2017-06-02 17:26:31.103315: step 1660, loss = 1.79 (2825.0 examples/sec; 0.045 sec/batch)
2017-06-02 17:26:32.137943: step 1670, loss = 1.73 (2899.4 examples/sec; 0.044 sec/batch)
2017-06-02 17:26:33.102885: step 1680, loss = 1.93 (2775.3 examples/sec; 0.046 sec/batch)
2017-06-02 17:26:34.041972: step 1690, loss = 1.85 (2481.8 examples/sec; 0.052 sec/batch)
2017-06-02 17:26:35.051751: step 1700, loss = 1.77 (2604.1 examples/sec; 0.049 sec/batch)
2017-06-02 17:26:36.136962: step 1710, loss = 1.87 (2508.9 examples/sec; 0.051 sec/batch)
2017-06-02 17:26:37.105495: step 1720, loss = 1.71 (3005.0 examples/sec; 0.043 sec/batch)
2017-06-02 17:26:38.056350: step 1730, loss = 1.87 (2815.7 examples/sec; 0.045 sec/batch)
2017-06-02 17:26:39.004069: step 1740, loss = 1.81 (2867.5 examples/sec; 0.045 sec/batch)
2017-06-02 17:26:39.976407: step 1750, loss = 1.67 (2799.3 examples/sec; 0.046 sec/batch)
2017-06-02 17:26:40.910876: step 1760, loss = 1.73 (2839.1 examples/sec; 0.045 sec/batch)
2017-06-02 17:26:41.937566: step 1770, loss = 1.76 (2575.8 examples/sec; 0.050 sec/batch)
2017-06-02 17:26:42.904721: step 1780, loss = 1.76 (2719.8 examples/sec; 0.047 sec/batch)
2017-06-02 17:26:43.868944: step 1790, loss = 1.67 (3010.0 examples/sec; 0.043 sec/batch)
2017-06-02 17:26:44.772064: step 1800, loss = 1.75 (2664.5 examples/sec; 0.048 sec/batch)
2017-06-02 17:26:45.822100: step 1810, loss = 1.62 (2863.6 examples/sec; 0.045 sec/batch)
2017-06-02 17:26:46.784941: step 1820, loss = 1.71 (2663.6 examples/sec; 0.048 sec/batch)
2017-06-02 17:26:47.790938: step 1830, loss = 1.75 (2773.5 examples/sec; 0.046 sec/batch)
2017-06-02 17:26:48.764356: step 1840, loss = 1.89 (2807.8 examples/sec; 0.046 sec/batch)
2017-06-02 17:26:49.743822: step 1850, loss = 1.68 (2898.1 examples/sec; 0.044 sec/batch)
2017-06-02 17:26:50.710705: step 1860, loss = 1.82 (2813.2 examples/sec; 0.046 sec/batch)
2017-06-02 17:26:51.715002: step 1870, loss = 1.84 (2315.5 examples/sec; 0.055 sec/batch)
2017-06-02 17:26:52.641318: step 1880, loss = 1.63 (2477.8 examples/sec; 0.052 sec/batch)
2017-06-02 17:26:53.680068: step 1890, loss = 1.64 (2623.8 examples/sec; 0.049 sec/batch)
2017-06-02 17:26:54.676574: step 1900, loss = 1.51 (2798.0 examples/sec; 0.046 sec/batch)
2017-06-02 17:26:55.787060: step 1910, loss = 1.75 (2803.1 examples/sec; 0.046 sec/batch)
2017-06-02 17:26:56.768865: step 1920, loss = 1.58 (2854.1 examples/sec; 0.045 sec/batch)
2017-06-02 17:26:57.753748: step 1930, loss = 1.58 (2608.1 examples/sec; 0.049 sec/batch)
2017-06-02 17:26:58.713973: step 1940, loss = 1.48 (2591.6 examples/sec; 0.049 sec/batch)
2017-06-02 17:26:59.673569: step 1950, loss = 1.50 (2052.2 examples/sec; 0.062 sec/batch)
2017-06-02 17:27:00.642242: step 1960, loss = 1.70 (2589.4 examples/sec; 0.049 sec/batch)
2017-06-02 17:27:01.611470: step 1970, loss = 1.41 (2512.3 examples/sec; 0.051 sec/batch)
2017-06-02 17:27:02.600898: step 1980, loss = 1.59 (2717.7 examples/sec; 0.047 sec/batch)
2017-06-02 17:27:03.562186: step 1990, loss = 1.43 (2813.3 examples/sec; 0.045 sec/batch)
2017-06-02 17:27:04.552791: step 2000, loss = 1.48 (2753.9 examples/sec; 0.046 sec/batch)
2017-06-02 17:27:05.698305: step 2010, loss = 1.54 (2824.4 examples/sec; 0.045 sec/batch)
2017-06-02 17:27:06.644775: step 2020, loss = 1.78 (2361.4 examples/sec; 0.054 sec/batch)
2017-06-02 17:27:07.693266: step 2030, loss = 1.44 (2430.0 examples/sec; 0.053 sec/batch)
2017-06-02 17:27:08.689222: step 2040, loss = 1.53 (2549.5 examples/sec; 0.050 sec/batch)
2017-06-02 17:27:09.658239: step 2050, loss = 1.69 (2753.3 examples/sec; 0.046 sec/batch)
2017-06-02 17:27:10.610389: step 2060, loss = 1.52 (2559.3 examples/sec; 0.050 sec/batch)
2017-06-02 17:27:11.636855: step 2070, loss = 1.40 (2690.7 examples/sec; 0.048 sec/batch)
2017-06-02 17:27:12.614657: step 2080, loss = 1.48 (2769.0 examples/sec; 0.046 sec/batch)
2017-06-02 17:27:13.655176: step 2090, loss = 1.64 (2632.2 examples/sec; 0.049 sec/batch)
2017-06-02 17:27:14.634683: step 2100, loss = 1.57 (2223.6 examples/sec; 0.058 sec/batch)
2017-06-02 17:27:15.673199: step 2110, loss = 1.59 (2497.2 examples/sec; 0.051 sec/batch)
2017-06-02 17:27:16.669661: step 2120, loss = 1.63 (2418.6 examples/sec; 0.053 sec/batch)
2017-06-02 17:27:17.655485: step 2130, loss = 1.64 (2766.7 examples/sec; 0.046 sec/batch)
2017-06-02 17:27:18.709289: step 2140, loss = 1.48 (2327.0 examples/sec; 0.055 sec/batch)
2017-06-02 17:27:19.714044: step 2150, loss = 1.60 (2492.5 examples/sec; 0.051 sec/batch)
2017-06-02 17:27:20.783568: step 2160, loss = 1.64 (2731.3 examples/sec; 0.047 sec/batch)
2017-06-02 17:27:21.707894: step 2170, loss = 1.49 (2751.8 examples/sec; 0.047 sec/batch)
2017-06-02 17:27:22.682251: step 2180, loss = 1.48 (2850.6 examples/sec; 0.045 sec/batch)
2017-06-02 17:27:23.687553: step 2190, loss = 1.55 (2563.1 examples/sec; 0.050 sec/batch)
2017-06-02 17:27:24.645292: step 2200, loss = 1.45 (2792.4 examples/sec; 0.046 sec/batch)
2017-06-02 17:27:25.756563: step 2210, loss = 1.56 (2560.6 examples/sec; 0.050 sec/batch)
2017-06-02 17:27:26.755457: step 2220, loss = 1.45 (2470.5 examples/sec; 0.052 sec/batch)
2017-06-02 17:27:27.732160: step 2230, loss = 1.41 (2020.7 examples/sec; 0.063 sec/batch)
2017-06-02 17:27:28.730789: step 2240, loss = 1.48 (2738.3 examples/sec; 0.047 sec/batch)
2017-06-02 17:27:29.775105: step 2250, loss = 1.48 (2511.0 examples/sec; 0.051 sec/batch)
2017-06-02 17:27:30.852875: step 2260, loss = 1.51 (2472.8 examples/sec; 0.052 sec/batch)
2017-06-02 17:27:31.826871: step 2270, loss = 1.35 (2623.7 examples/sec; 0.049 sec/batch)
2017-06-02 17:27:32.836093: step 2280, loss = 1.39 (2462.5 examples/sec; 0.052 sec/batch)
2017-06-02 17:27:33.835559: step 2290, loss = 1.53 (2540.3 examples/sec; 0.050 sec/batch)
2017-06-02 17:27:34.851755: step 2300, loss = 1.36 (2286.6 examples/sec; 0.056 sec/batch)
2017-06-02 17:27:35.928428: step 2310, loss = 1.30 (2275.0 examples/sec; 0.056 sec/batch)
2017-06-02 17:27:36.930618: step 2320, loss = 1.45 (2889.3 examples/sec; 0.044 sec/batch)
2017-06-02 17:27:37.928761: step 2330, loss = 1.42 (2739.3 examples/sec; 0.047 sec/batch)
2017-06-02 17:27:38.942034: step 2340, loss = 1.34 (2585.7 examples/sec; 0.050 sec/batch)
2017-06-02 17:27:40.048767: step 2350, loss = 1.39 (2484.7 examples/sec; 0.052 sec/batch)
2017-06-02 17:27:41.062132: step 2360, loss = 1.56 (2538.2 examples/sec; 0.050 sec/batch)
2017-06-02 17:27:42.046472: step 2370, loss = 1.43 (2781.3 examples/sec; 0.046 sec/batch)
2017-06-02 17:27:43.055631: step 2380, loss = 1.41 (2724.6 examples/sec; 0.047 sec/batch)
2017-06-02 17:27:44.103340: step 2390, loss = 1.37 (2968.7 examples/sec; 0.043 sec/batch)
2017-06-02 17:27:45.074915: step 2400, loss = 1.48 (2174.1 examples/sec; 0.059 sec/batch)
2017-06-02 17:27:46.188808: step 2410, loss = 1.49 (2212.1 examples/sec; 0.058 sec/batch)
2017-06-02 17:27:47.193429: step 2420, loss = 1.25 (2757.9 examples/sec; 0.046 sec/batch)
2017-06-02 17:27:48.239265: step 2430, loss = 1.44 (2375.0 examples/sec; 0.054 sec/batch)
2017-06-02 17:27:49.237511: step 2440, loss = 1.39 (2198.1 examples/sec; 0.058 sec/batch)
2017-06-02 17:27:50.218635: step 2450, loss = 1.33 (2835.2 examples/sec; 0.045 sec/batch)
2017-06-02 17:27:51.227610: step 2460, loss = 1.04 (2646.3 examples/sec; 0.048 sec/batch)
2017-06-02 17:27:52.227297: step 2470, loss = 1.42 (2846.7 examples/sec; 0.045 sec/batch)
2017-06-02 17:27:53.167023: step 2480, loss = 1.42 (2604.8 examples/sec; 0.049 sec/batch)
2017-06-02 17:27:54.228395: step 2490, loss = 1.27 (2843.8 examples/sec; 0.045 sec/batch)
2017-06-02 17:27:55.229176: step 2500, loss = 1.46 (2713.3 examples/sec; 0.047 sec/batch)
2017-06-02 17:27:56.320787: step 2510, loss = 1.22 (2458.7 examples/sec; 0.052 sec/batch)
2017-06-02 17:27:57.265033: step 2520, loss = 1.43 (2901.7 examples/sec; 0.044 sec/batch)
2017-06-02 17:27:58.233736: step 2530, loss = 1.32 (2656.1 examples/sec; 0.048 sec/batch)
2017-06-02 17:27:59.198079: step 2540, loss = 1.37 (2874.9 examples/sec; 0.045 sec/batch)
2017-06-02 17:28:00.155100: step 2550, loss = 1.24 (2345.0 examples/sec; 0.055 sec/batch)
2017-06-02 17:28:01.158153: step 2560, loss = 1.19 (2564.6 examples/sec; 0.050 sec/batch)
2017-06-02 17:28:02.180613: step 2570, loss = 1.26 (2840.8 examples/sec; 0.045 sec/batch)
2017-06-02 17:28:03.180835: step 2580, loss = 1.22 (2782.7 examples/sec; 0.046 sec/batch)
2017-06-02 17:28:04.174110: step 2590, loss = 1.33 (2644.8 examples/sec; 0.048 sec/batch)
2017-06-02 17:28:05.174692: step 2600, loss = 1.17 (2854.4 examples/sec; 0.045 sec/batch)
2017-06-02 17:28:06.274445: step 2610, loss = 1.27 (2533.7 examples/sec; 0.051 sec/batch)
