Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
2017-06-02 02:39:50.628444: step 0, loss = 4.68 (69.5 examples/sec; 1.843 sec/batch)
2017-06-02 02:40:12.660136: step 250, loss = 3.66 (1448.0 examples/sec; 0.088 sec/batch)
2017-06-02 02:40:13.541834: step 260, loss = 3.65 (1451.7 examples/sec; 0.088 sec/batch)
2017-06-02 02:40:14.434824: step 270, loss = 3.52 (1433.4 examples/sec; 0.089 sec/batch)
2017-06-02 02:40:15.317004: step 280, loss = 3.71 (1451.0 examples/sec; 0.088 sec/batch)
2017-06-02 02:40:16.199991: step 290, loss = 3.57 (1449.6 examples/sec; 0.088 sec/batch)
2017-06-02 02:40:17.195842: step 300, loss = 3.57 (1285.3 examples/sec; 0.100 sec/batch)
2017-06-02 02:40:17.955686: step 310, loss = 3.58 (1684.6 examples/sec; 0.076 sec/batch)
2017-06-02 02:40:18.838681: step 320, loss = 3.46 (1449.6 examples/sec; 0.088 sec/batch)
2017-06-02 02:40:19.732502: step 330, loss = 3.42 (1432.1 examples/sec; 0.089 sec/batch)
2017-06-02 02:40:20.636793: step 340, loss = 3.39 (1415.5 examples/sec; 0.090 sec/batch)
2017-06-02 02:40:21.511239: step 350, loss = 3.53 (1463.8 examples/sec; 0.087 sec/batch)
2017-06-02 02:40:22.397308: step 360, loss = 3.45 (1444.6 examples/sec; 0.089 sec/batch)
2017-06-02 02:40:23.293359: step 370, loss = 3.35 (1428.5 examples/sec; 0.090 sec/batch)
2017-06-02 02:40:24.193421: step 380, loss = 3.42 (1422.1 examples/sec; 0.090 sec/batch)
2017-06-02 02:40:25.094270: step 390, loss = 3.36 (1420.9 examples/sec; 0.090 sec/batch)
2017-06-02 02:40:26.095839: step 400, loss = 3.34 (1278.0 examples/sec; 0.100 sec/batch)
2017-06-02 02:40:26.856328: step 410, loss = 3.37 (1683.1 examples/sec; 0.076 sec/batch)
2017-06-02 02:40:27.736346: step 420, loss = 3.30 (1454.5 examples/sec; 0.088 sec/batch)
2017-06-02 02:40:28.620776: step 430, loss = 3.35 (1447.2 examples/sec; 0.088 sec/batch)
2017-06-02 02:40:29.541464: step 440, loss = 3.44 (1390.3 examples/sec; 0.092 sec/batch)
2017-06-02 02:40:30.439580: step 450, loss = 3.22 (1425.2 examples/sec; 0.090 sec/batch)
2017-06-02 02:40:31.339574: step 460, loss = 3.19 (1422.2 examples/sec; 0.090 sec/batch)
2017-06-02 02:40:32.259724: step 470, loss = 3.22 (1391.1 examples/sec; 0.092 sec/batch)
2017-06-02 02:40:33.159816: step 480, loss = 3.37 (1422.1 examples/sec; 0.090 sec/batch)
2017-06-02 02:40:34.028910: step 490, loss = 3.25 (1472.8 examples/sec; 0.087 sec/batch)
2017-06-02 02:40:35.042815: step 500, loss = 3.10 (1262.5 examples/sec; 0.101 sec/batch)
2017-06-02 02:40:35.820289: step 510, loss = 3.13 (1646.3 examples/sec; 0.078 sec/batch)
2017-06-02 02:40:36.708647: step 520, loss = 3.10 (1440.9 examples/sec; 0.089 sec/batch)
2017-06-02 02:40:37.624214: step 530, loss = 3.00 (1398.0 examples/sec; 0.092 sec/batch)
2017-06-02 02:40:38.505195: step 540, loss = 3.21 (1452.9 examples/sec; 0.088 sec/batch)
2017-06-02 02:40:39.406168: step 550, loss = 3.10 (1420.7 examples/sec; 0.090 sec/batch)
2017-06-02 02:40:40.291821: step 560, loss = 2.92 (1445.3 examples/sec; 0.089 sec/batch)
2017-06-02 02:40:41.176836: step 570, loss = 3.04 (1446.3 examples/sec; 0.089 sec/batch)
2017-06-02 02:40:42.067547: step 580, loss = 2.97 (1437.1 examples/sec; 0.089 sec/batch)
2017-06-02 02:40:42.957369: step 590, loss = 3.09 (1438.5 examples/sec; 0.089 sec/batch)
2017-06-02 02:40:43.957975: step 600, loss = 3.12 (1279.2 examples/sec; 0.100 sec/batch)
2017-06-02 02:40:44.726540: step 610, loss = 2.82 (1665.4 examples/sec; 0.077 sec/batch)
2017-06-02 02:40:45.605952: step 620, loss = 2.89 (1455.5 examples/sec; 0.088 sec/batch)
2017-06-02 02:40:46.482530: step 630, loss = 2.97 (1460.2 examples/sec; 0.088 sec/batch)
2017-06-02 02:40:47.357556: step 640, loss = 3.01 (1462.8 examples/sec; 0.088 sec/batch)
2017-06-02 02:40:48.233801: step 650, loss = 2.81 (1460.8 examples/sec; 0.088 sec/batch)
2017-06-02 02:40:49.116858: step 660, loss = 2.80 (1449.5 examples/sec; 0.088 sec/batch)
2017-06-02 02:40:49.991335: step 670, loss = 2.85 (1463.8 examples/sec; 0.087 sec/batch)
2017-06-02 02:40:50.883906: step 680, loss = 2.90 (1434.0 examples/sec; 0.089 sec/batch)
2017-06-02 02:40:51.771175: step 690, loss = 3.06 (1442.7 examples/sec; 0.089 sec/batch)
2017-06-02 02:40:52.779438: step 700, loss = 2.96 (1269.5 examples/sec; 0.101 sec/batch)
2017-06-02 02:40:53.536954: step 710, loss = 2.68 (1689.7 examples/sec; 0.076 sec/batch)
2017-06-02 02:40:54.420593: step 720, loss = 3.00 (1448.6 examples/sec; 0.088 sec/batch)
2017-06-02 02:40:55.304626: step 730, loss = 2.83 (1447.9 examples/sec; 0.088 sec/batch)
2017-06-02 02:40:56.182026: step 740, loss = 2.68 (1459.0 examples/sec; 0.088 sec/batch)
2017-06-02 02:40:57.069800: step 750, loss = 2.74 (1441.7 examples/sec; 0.089 sec/batch)
2017-06-02 02:40:57.967715: step 760, loss = 2.94 (1425.5 examples/sec; 0.090 sec/batch)
2017-06-02 02:40:58.846306: step 770, loss = 2.92 (1456.9 examples/sec; 0.088 sec/batch)
2017-06-02 02:40:59.742576: step 780, loss = 2.66 (1428.1 examples/sec; 0.090 sec/batch)
2017-06-02 02:41:00.628935: step 790, loss = 2.63 (1444.1 examples/sec; 0.089 sec/batch)
2017-06-02 02:41:01.627711: step 800, loss = 2.87 (1281.6 examples/sec; 0.100 sec/batch)
2017-06-02 02:41:02.396118: step 810, loss = 2.79 (1665.8 examples/sec; 0.077 sec/batch)
2017-06-02 02:41:03.283176: step 820, loss = 2.82 (1443.0 examples/sec; 0.089 sec/batch)
2017-06-02 02:41:04.169850: step 830, loss = 2.58 (1443.6 examples/sec; 0.089 sec/batch)
2017-06-02 02:41:05.061099: step 840, loss = 2.70 (1436.2 examples/sec; 0.089 sec/batch)
2017-06-02 02:41:05.934515: step 850, loss = 2.63 (1465.5 examples/sec; 0.087 sec/batch)
2017-06-02 02:41:06.824852: step 860, loss = 2.56 (1437.7 examples/sec; 0.089 sec/batch)
2017-06-02 02:41:07.708963: step 870, loss = 2.68 (1447.8 examples/sec; 0.088 sec/batch)
2017-06-02 02:41:08.593916: step 880, loss = 2.55 (1446.4 examples/sec; 0.088 sec/batch)
2017-06-02 02:41:09.482461: step 890, loss = 2.62 (1440.6 examples/sec; 0.089 sec/batch)
2017-06-02 02:41:10.476765: step 900, loss = 2.45 (1287.3 examples/sec; 0.099 sec/batch)
2017-06-02 02:41:11.253801: step 910, loss = 2.61 (1647.3 examples/sec; 0.078 sec/batch)
2017-06-02 02:41:12.138292: step 920, loss = 2.74 (1447.2 examples/sec; 0.088 sec/batch)
2017-06-02 02:41:13.015263: step 930, loss = 2.39 (1459.6 examples/sec; 0.088 sec/batch)
2017-06-02 02:41:13.904130: step 940, loss = 2.73 (1440.0 examples/sec; 0.089 sec/batch)
2017-06-02 02:41:14.780329: step 950, loss = 2.37 (1460.9 examples/sec; 0.088 sec/batch)
2017-06-02 02:41:15.669262: step 960, loss = 2.63 (1439.9 examples/sec; 0.089 sec/batch)
2017-06-02 02:41:16.561842: step 970, loss = 2.21 (1434.1 examples/sec; 0.089 sec/batch)
2017-06-02 02:41:17.448965: step 980, loss = 2.38 (1442.9 examples/sec; 0.089 sec/batch)
2017-06-02 02:41:18.326405: step 990, loss = 2.67 (1458.8 examples/sec; 0.088 sec/batch)
2017-06-02 02:41:19.339407: step 1000, loss = 2.38 (1263.6 examples/sec; 0.101 sec/batch)
2017-06-02 02:41:20.111726: step 1010, loss = 2.30 (1657.4 examples/sec; 0.077 sec/batch)
2017-06-02 02:41:21.007889: step 1020, loss = 2.52 (1428.3 examples/sec; 0.090 sec/batch)
2017-06-02 02:41:21.898685: step 1030, loss = 2.38 (1436.9 examples/sec; 0.089 sec/batch)
2017-06-02 02:41:22.799347: step 1040, loss = 2.44 (1421.2 examples/sec; 0.090 sec/batch)
2017-06-02 02:41:23.697345: step 1050, loss = 2.36 (1425.4 examples/sec; 0.090 sec/batch)
2017-06-02 02:41:24.611879: step 1060, loss = 2.39 (1399.6 examples/sec; 0.091 sec/batch)
2017-06-02 02:41:25.499600: step 1070, loss = 2.37 (1441.9 examples/sec; 0.089 sec/batch)
2017-06-02 02:41:26.382524: step 1080, loss = 2.32 (1449.7 examples/sec; 0.088 sec/batch)
2017-06-02 02:41:27.282391: step 1090, loss = 2.29 (1422.5 examples/sec; 0.090 sec/batch)
2017-06-02 02:41:28.279208: step 1100, loss = 2.42 (1284.1 examples/sec; 0.100 sec/batch)
2017-06-02 02:41:29.045828: step 1110, loss = 2.43 (1669.7 examples/sec; 0.077 sec/batch)
2017-06-02 02:41:29.932117: step 1120, loss = 2.31 (1444.2 examples/sec; 0.089 sec/batch)
2017-06-02 02:41:30.825764: step 1130, loss = 2.23 (1432.3 examples/sec; 0.089 sec/batch)
2017-06-02 02:41:31.705197: step 1140, loss = 2.23 (1455.5 examples/sec; 0.088 sec/batch)
2017-06-02 02:41:32.589073: step 1150, loss = 2.56 (1448.2 examples/sec; 0.088 sec/batch)
2017-06-02 02:41:33.468521: step 1160, loss = 2.44 (1455.5 examples/sec; 0.088 sec/batch)
2017-06-02 02:41:34.347169: step 1170, loss = 2.23 (1456.8 examples/sec; 0.088 sec/batch)
2017-06-02 02:41:35.229682: step 1180, loss = 2.11 (1450.4 examples/sec; 0.088 sec/batch)
2017-06-02 02:41:36.110334: step 1190, loss = 1.99 (1453.5 examples/sec; 0.088 sec/batch)
2017-06-02 02:41:37.123248: step 1200, loss = 2.05 (1263.7 examples/sec; 0.101 sec/batch)
2017-06-02 02:41:37.907130: step 1210, loss = 2.19 (1632.9 examples/sec; 0.078 sec/batch)
2017-06-02 02:41:38.785581: step 1220, loss = 2.18 (1457.1 examples/sec; 0.088 sec/batch)
2017-06-02 02:41:39.682987: step 1230, loss = 2.14 (1426.3 examples/sec; 0.090 sec/batch)
2017-06-02 02:41:40.569022: step 1240, loss = 2.29 (1444.7 examples/sec; 0.089 sec/batch)
2017-06-02 02:41:41.451240: step 1250, loss = 2.18 (1450.9 examples/sec; 0.088 sec/batch)
2017-06-02 02:41:42.327576: step 1260, loss = 2.30 (1460.6 examples/sec; 0.088 sec/batch)
2017-06-02 02:41:43.220967: step 1270, loss = 2.06 (1432.7 examples/sec; 0.089 sec/batch)
2017-06-02 02:41:44.100319: step 1280, loss = 2.22 (1455.6 examples/sec; 0.088 sec/batch)
2017-06-02 02:41:44.995963: step 1290, loss = 2.31 (1429.1 examples/sec; 0.090 sec/batch)
2017-06-02 02:41:46.002141: step 1300, loss = 2.23 (1272.1 examples/sec; 0.101 sec/batch)
2017-06-02 02:41:46.776197: step 1310, loss = 2.08 (1653.6 examples/sec; 0.077 sec/batch)
2017-06-02 02:41:47.660005: step 1320, loss = 2.00 (1448.3 examples/sec; 0.088 sec/batch)
2017-06-02 02:41:48.537054: step 1330, loss = 2.02 (1459.4 examples/sec; 0.088 sec/batch)
2017-06-02 02:41:49.420304: step 1340, loss = 2.08 (1449.2 examples/sec; 0.088 sec/batch)
2017-06-02 02:41:50.305140: step 1350, loss = 2.22 (1446.6 examples/sec; 0.088 sec/batch)
2017-06-02 02:41:51.184978: step 1360, loss = 2.04 (1454.8 examples/sec; 0.088 sec/batch)
2017-06-02 02:41:52.081273: step 1370, loss = 2.11 (1428.1 examples/sec; 0.090 sec/batch)
2017-06-02 02:41:52.972276: step 1380, loss = 2.03 (1436.6 examples/sec; 0.089 sec/batch)
2017-06-02 02:41:53.861656: step 1390, loss = 2.03 (1439.2 examples/sec; 0.089 sec/batch)
2017-06-02 02:41:54.858249: step 1400, loss = 2.05 (1284.4 examples/sec; 0.100 sec/batch)
2017-06-02 02:41:55.640895: step 1410, loss = 2.02 (1635.5 examples/sec; 0.078 sec/batch)
2017-06-02 02:41:56.523623: step 1420, loss = 2.14 (1450.4 examples/sec; 0.088 sec/batch)
2017-06-02 02:41:57.400176: step 1430, loss = 2.07 (1459.9 examples/sec; 0.088 sec/batch)
2017-06-02 02:41:58.282688: step 1440, loss = 2.04 (1450.4 examples/sec; 0.088 sec/batch)
2017-06-02 02:41:59.170190: step 1450, loss = 1.84 (1442.2 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:00.063473: step 1460, loss = 2.02 (1432.9 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:00.952311: step 1470, loss = 1.98 (1440.1 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:01.838744: step 1480, loss = 1.98 (1444.0 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:02.716064: step 1490, loss = 1.98 (1459.0 examples/sec; 0.088 sec/batch)
2017-06-02 02:42:03.700487: step 1500, loss = 1.88 (1300.3 examples/sec; 0.098 sec/batch)
2017-06-02 02:42:04.480571: step 1510, loss = 1.93 (1640.8 examples/sec; 0.078 sec/batch)
2017-06-02 02:42:05.370352: step 1520, loss = 2.26 (1438.6 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:06.257869: step 1530, loss = 1.77 (1442.2 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:07.145864: step 1540, loss = 2.01 (1441.4 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:08.026160: step 1550, loss = 1.97 (1454.1 examples/sec; 0.088 sec/batch)
2017-06-02 02:42:08.916621: step 1560, loss = 2.15 (1437.5 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:09.808853: step 1570, loss = 1.96 (1434.6 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:10.688677: step 1580, loss = 1.83 (1454.8 examples/sec; 0.088 sec/batch)
2017-06-02 02:42:11.565994: step 1590, loss = 2.00 (1459.0 examples/sec; 0.088 sec/batch)
2017-06-02 02:42:12.551876: step 1600, loss = 1.70 (1298.3 examples/sec; 0.099 sec/batch)
2017-06-02 02:42:13.328156: step 1610, loss = 1.78 (1648.9 examples/sec; 0.078 sec/batch)
2017-06-02 02:42:14.193215: step 1620, loss = 1.84 (1479.7 examples/sec; 0.087 sec/batch)
2017-06-02 02:42:15.071238: step 1630, loss = 1.94 (1457.8 examples/sec; 0.088 sec/batch)
2017-06-02 02:42:15.963597: step 1640, loss = 1.79 (1434.4 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:16.855126: step 1650, loss = 1.94 (1435.7 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:17.732320: step 1660, loss = 1.97 (1459.2 examples/sec; 0.088 sec/batch)
2017-06-02 02:42:18.616383: step 1670, loss = 1.65 (1447.9 examples/sec; 0.088 sec/batch)
2017-06-02 02:42:19.505616: step 1680, loss = 1.69 (1439.4 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:20.384504: step 1690, loss = 2.08 (1456.4 examples/sec; 0.088 sec/batch)
2017-06-02 02:42:21.384920: step 1700, loss = 1.89 (1279.5 examples/sec; 0.100 sec/batch)
2017-06-02 02:42:22.169529: step 1710, loss = 1.64 (1631.4 examples/sec; 0.078 sec/batch)
2017-06-02 02:42:23.056466: step 1720, loss = 1.63 (1443.2 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:23.933769: step 1730, loss = 1.91 (1459.0 examples/sec; 0.088 sec/batch)
2017-06-02 02:42:24.820806: step 1740, loss = 1.70 (1443.0 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:25.702637: step 1750, loss = 1.93 (1451.5 examples/sec; 0.088 sec/batch)
2017-06-02 02:42:26.584347: step 1760, loss = 1.89 (1451.7 examples/sec; 0.088 sec/batch)
2017-06-02 02:42:27.468173: step 1770, loss = 1.70 (1448.3 examples/sec; 0.088 sec/batch)
2017-06-02 02:42:28.342771: step 1780, loss = 1.61 (1463.5 examples/sec; 0.087 sec/batch)
2017-06-02 02:42:29.234599: step 1790, loss = 1.52 (1435.3 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:30.237006: step 1800, loss = 1.91 (1276.9 examples/sec; 0.100 sec/batch)
2017-06-02 02:42:30.996224: step 1810, loss = 1.69 (1685.9 examples/sec; 0.076 sec/batch)
2017-06-02 02:42:31.879224: step 1820, loss = 2.03 (1449.6 examples/sec; 0.088 sec/batch)
2017-06-02 02:42:32.768998: step 1830, loss = 1.61 (1438.6 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:33.653195: step 1840, loss = 1.72 (1447.7 examples/sec; 0.088 sec/batch)
2017-06-02 02:42:34.538499: step 1850, loss = 1.63 (1445.8 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:35.430346: step 1860, loss = 1.63 (1435.2 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:36.315306: step 1870, loss = 1.81 (1446.4 examples/sec; 0.088 sec/batch)
2017-06-02 02:42:37.200811: step 1880, loss = 1.79 (1445.5 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:38.080780: step 1890, loss = 1.74 (1454.6 examples/sec; 0.088 sec/batch)
2017-06-02 02:42:39.074685: step 1900, loss = 1.72 (1287.8 examples/sec; 0.099 sec/batch)
2017-06-02 02:42:39.851846: step 1910, loss = 1.78 (1647.0 examples/sec; 0.078 sec/batch)
2017-06-02 02:42:40.751527: step 1920, loss = 1.72 (1422.8 examples/sec; 0.090 sec/batch)
2017-06-02 02:42:41.643680: step 1930, loss = 1.66 (1434.7 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:42.533603: step 1940, loss = 1.87 (1438.4 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:43.413660: step 1950, loss = 1.57 (1454.4 examples/sec; 0.088 sec/batch)
2017-06-02 02:42:44.300078: step 1960, loss = 1.67 (1444.0 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:45.191197: step 1970, loss = 1.66 (1436.4 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:46.098229: step 1980, loss = 1.72 (1411.2 examples/sec; 0.091 sec/batch)
2017-06-02 02:42:46.980108: step 1990, loss = 1.75 (1451.4 examples/sec; 0.088 sec/batch)
2017-06-02 02:42:47.978617: step 2000, loss = 1.67 (1281.9 examples/sec; 0.100 sec/batch)
2017-06-02 02:42:48.741808: step 2010, loss = 1.78 (1677.2 examples/sec; 0.076 sec/batch)
2017-06-02 02:42:49.628856: step 2020, loss = 1.62 (1443.0 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:50.523794: step 2030, loss = 1.59 (1430.2 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:51.408330: step 2040, loss = 1.71 (1447.1 examples/sec; 0.088 sec/batch)
2017-06-02 02:42:52.297402: step 2050, loss = 1.52 (1439.7 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:53.184175: step 2060, loss = 1.54 (1443.4 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:54.062829: step 2070, loss = 1.57 (1456.8 examples/sec; 0.088 sec/batch)
2017-06-02 02:42:54.939799: step 2080, loss = 1.59 (1459.6 examples/sec; 0.088 sec/batch)
2017-06-02 02:42:55.835956: step 2090, loss = 1.58 (1428.3 examples/sec; 0.090 sec/batch)
2017-06-02 02:42:56.819529: step 2100, loss = 1.76 (1301.4 examples/sec; 0.098 sec/batch)
2017-06-02 02:42:57.595289: step 2110, loss = 1.67 (1650.0 examples/sec; 0.078 sec/batch)
2017-06-02 02:42:58.484229: step 2120, loss = 1.58 (1439.9 examples/sec; 0.089 sec/batch)
2017-06-02 02:42:59.365044: step 2130, loss = 1.54 (1453.2 examples/sec; 0.088 sec/batch)
2017-06-02 02:43:00.257694: step 2140, loss = 1.54 (1433.9 examples/sec; 0.089 sec/batch)
2017-06-02 02:43:01.142650: step 2150, loss = 1.75 (1446.4 examples/sec; 0.088 sec/batch)
2017-06-02 02:43:02.026230: step 2160, loss = 1.40 (1448.6 examples/sec; 0.088 sec/batch)
2017-06-02 02:43:02.905179: step 2170, loss = 1.41 (1456.3 examples/sec; 0.088 sec/batch)
2017-06-02 02:43:03.787374: step 2180, loss = 1.36 (1451.0 examples/sec; 0.088 sec/batch)
2017-06-02 02:43:04.673570: step 2190, loss = 1.46 (1444.4 examples/sec; 0.089 sec/batch)
2017-06-02 02:43:05.657509: step 2200, loss = 1.38 (1300.9 examples/sec; 0.098 sec/batch)
2017-06-02 02:43:06.438884: step 2210, loss = 1.62 (1638.1 examples/sec; 0.078 sec/batch)
2017-06-02 02:43:07.323702: step 2220, loss = 1.43 (1446.6 examples/sec; 0.088 sec/batch)
2017-06-02 02:43:08.199525: step 2230, loss = 1.58 (1461.5 examples/sec; 0.088 sec/batch)
2017-06-02 02:43:09.084647: step 2240, loss = 1.49 (1446.1 examples/sec; 0.089 sec/batch)
2017-06-02 02:43:09.962896: step 2250, loss = 1.50 (1457.4 examples/sec; 0.088 sec/batch)
2017-06-02 02:43:10.835993: step 2260, loss = 1.40 (1466.1 examples/sec; 0.087 sec/batch)
2017-06-02 02:43:11.717428: step 2270, loss = 1.43 (1452.2 examples/sec; 0.088 sec/batch)
2017-06-02 02:43:12.611666: step 2280, loss = 1.39 (1431.4 examples/sec; 0.089 sec/batch)
2017-06-02 02:43:13.495520: step 2290, loss = 1.52 (1448.2 examples/sec; 0.088 sec/batch)
2017-06-02 02:43:14.480831: step 2300, loss = 1.49 (1299.1 examples/sec; 0.099 sec/batch)
2017-06-02 02:43:15.259452: step 2310, loss = 1.53 (1643.9 examples/sec; 0.078 sec/batch)
2017-06-02 02:43:16.134346: step 2320, loss = 1.38 (1463.1 examples/sec; 0.087 sec/batch)
2017-06-02 02:43:17.013857: step 2330, loss = 1.45 (1455.3 examples/sec; 0.088 sec/batch)
2017-06-02 02:43:17.906465: step 2340, loss = 1.62 (1434.0 examples/sec; 0.089 sec/batch)
2017-06-02 02:43:18.805815: step 2350, loss = 1.43 (1423.2 examples/sec; 0.090 sec/batch)
2017-06-02 02:43:19.680583: step 2360, loss = 1.53 (1463.2 examples/sec; 0.087 sec/batch)
2017-06-02 02:43:20.575138: step 2370, loss = 1.36 (1430.9 examples/sec; 0.089 sec/batch)
2017-06-02 02:43:21.457375: step 2380, loss = 1.45 (1450.9 examples/sec; 0.088 sec/batch)
2017-06-02 02:43:22.349975: step 2390, loss = 1.43 (1434.0 examples/sec; 0.089 sec/batch)
2017-06-02 02:43:23.334875: step 2400, loss = 1.64 (1299.6 examples/sec; 0.098 sec/batch)
2017-06-02 02:43:24.135304: step 2410, loss = 1.33 (1599.1 examples/sec; 0.080 sec/batch)
2017-06-02 02:43:25.018111: step 2420, loss = 1.39 (1449.9 examples/sec; 0.088 sec/batch)
2017-06-02 02:43:25.907529: step 2430, loss = 1.37 (1439.1 examples/sec; 0.089 sec/batch)
2017-06-02 02:43:26.779489: step 2440, loss = 1.48 (1468.0 examples/sec; 0.087 sec/batch)
2017-06-02 02:43:27.666455: step 2450, loss = 1.39 (1443.1 examples/sec; 0.089 sec/batch)
2017-06-02 02:43:28.553289: step 2460, loss = 1.17 (1443.4 examples/sec; 0.089 sec/batch)
2017-06-02 02:43:29.430529: step 2470, loss = 1.43 (1459.1 examples/sec; 0.088 sec/batch)
2017-06-02 02:43:30.302026: step 2480, loss = 1.57 (1468.7 examples/sec; 0.087 sec/batch)
2017-06-02 02:43:31.201058: step 2490, loss = 1.43 (1423.8 examples/sec; 0.090 sec/batch)
2017-06-02 02:43:32.197118: step 2500, loss = 1.47 (1285.1 examples/sec; 0.100 sec/batch)
2017-06-02 02:43:32.971890: step 2510, loss = 1.45 (1652.1 examples/sec; 0.077 sec/batch)
2017-06-02 02:43:33.873582: step 2520, loss = 1.48 (1419.6 examples/sec; 0.090 sec/batch)
2017-06-02 02:43:34.756587: step 2530, loss = 1.64 (1449.6 examples/sec; 0.088 sec/batch)
2017-06-02 02:43:35.651334: step 2540, loss = 1.38 (1430.6 examples/sec; 0.089 sec/batch)
2017-06-02 02:43:36.534453: step 2550, loss = 1.50 (1449.4 examples/sec; 0.088 sec/batch)
2017-06-02 02:43:37.417689: step 2560, loss = 1.56 (1449.2 examples/sec; 0.088 sec/batch)
2017-06-02 02:43:38.295700: step 2570, loss = 1.43 (1457.8 examples/sec; 0.088 sec/batch)
2017-06-02 02:43:39.171981: step 2580, loss = 1.43 (1460.7 examples/sec; 0.088 sec/batch)
2017-06-02 02:43:40.068244: step 2590, loss = 1.43 (1428.1 examples/sec; 0.090 sec/batch)
2017-06-02 02:43:41.056557: step 2600, loss = 1.61 (1295.2 examples/sec; 0.099 sec/batch)
2017-06-02 02:43:41.835060: step 2610, loss = 1.17 (1644.1 examples/sec; 0.078 sec/batch)
2017-06-02 02:43:42.726751: step 2620, loss = 1.58 (1435.5 examples/sec; 0.089 sec/batch)
