Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
2017-06-02 15:31:30.133263: step 0, loss = 4.68 (66.3 examples/sec; 1.930 sec/batch)
2017-06-02 15:32:07.944397: step 430, loss = 3.27 (1431.2 examples/sec; 0.089 sec/batch)
2017-06-02 15:32:08.816148: step 440, loss = 3.20 (1468.3 examples/sec; 0.087 sec/batch)
2017-06-02 15:32:09.692101: step 450, loss = 3.23 (1461.2 examples/sec; 0.088 sec/batch)
2017-06-02 15:32:10.576123: step 460, loss = 3.16 (1447.9 examples/sec; 0.088 sec/batch)
2017-06-02 15:32:11.466922: step 470, loss = 3.18 (1436.9 examples/sec; 0.089 sec/batch)
2017-06-02 15:32:12.347494: step 480, loss = 3.12 (1453.6 examples/sec; 0.088 sec/batch)
2017-06-02 15:32:13.233028: step 490, loss = 3.18 (1445.5 examples/sec; 0.089 sec/batch)
2017-06-02 15:32:14.236829: step 500, loss = 3.16 (1275.1 examples/sec; 0.100 sec/batch)
2017-06-02 15:32:14.998216: step 510, loss = 3.27 (1681.1 examples/sec; 0.076 sec/batch)
2017-06-02 15:32:15.883114: step 520, loss = 3.35 (1446.5 examples/sec; 0.088 sec/batch)
2017-06-02 15:32:16.762708: step 530, loss = 3.23 (1455.2 examples/sec; 0.088 sec/batch)
2017-06-02 15:32:17.636219: step 540, loss = 3.05 (1465.3 examples/sec; 0.087 sec/batch)
2017-06-02 15:32:18.509065: step 550, loss = 3.06 (1466.5 examples/sec; 0.087 sec/batch)
2017-06-02 15:32:19.390045: step 560, loss = 3.00 (1452.9 examples/sec; 0.088 sec/batch)
2017-06-02 15:32:20.283345: step 570, loss = 3.13 (1432.9 examples/sec; 0.089 sec/batch)
2017-06-02 15:32:21.163014: step 580, loss = 3.09 (1455.1 examples/sec; 0.088 sec/batch)
2017-06-02 15:32:22.033107: step 590, loss = 3.11 (1471.1 examples/sec; 0.087 sec/batch)
2017-06-02 15:32:23.010608: step 600, loss = 3.17 (1309.5 examples/sec; 0.098 sec/batch)
2017-06-02 15:32:23.773294: step 610, loss = 3.11 (1678.3 examples/sec; 0.076 sec/batch)
2017-06-02 15:32:24.650836: step 620, loss = 3.00 (1458.6 examples/sec; 0.088 sec/batch)
2017-06-02 15:32:25.516310: step 630, loss = 2.97 (1478.9 examples/sec; 0.087 sec/batch)
2017-06-02 15:32:26.409705: step 640, loss = 2.89 (1432.7 examples/sec; 0.089 sec/batch)
2017-06-02 15:32:27.292458: step 650, loss = 2.95 (1450.0 examples/sec; 0.088 sec/batch)
2017-06-02 15:32:28.178193: step 660, loss = 2.96 (1445.1 examples/sec; 0.089 sec/batch)
2017-06-02 15:32:29.066470: step 670, loss = 2.76 (1441.0 examples/sec; 0.089 sec/batch)
2017-06-02 15:32:29.944347: step 680, loss = 2.88 (1458.1 examples/sec; 0.088 sec/batch)
2017-06-02 15:32:30.827526: step 690, loss = 2.89 (1449.3 examples/sec; 0.088 sec/batch)
2017-06-02 15:32:31.855495: step 700, loss = 2.92 (1245.2 examples/sec; 0.103 sec/batch)
2017-06-02 15:32:32.580606: step 710, loss = 2.85 (1765.2 examples/sec; 0.073 sec/batch)
2017-06-02 15:32:33.467602: step 720, loss = 2.68 (1443.1 examples/sec; 0.089 sec/batch)
2017-06-02 15:32:34.335301: step 730, loss = 2.89 (1475.2 examples/sec; 0.087 sec/batch)
2017-06-02 15:32:35.209893: step 740, loss = 2.87 (1463.5 examples/sec; 0.087 sec/batch)
2017-06-02 15:32:36.091854: step 750, loss = 2.65 (1451.3 examples/sec; 0.088 sec/batch)
2017-06-02 15:32:36.975912: step 760, loss = 2.70 (1447.9 examples/sec; 0.088 sec/batch)
2017-06-02 15:32:37.857073: step 770, loss = 2.66 (1452.6 examples/sec; 0.088 sec/batch)
2017-06-02 15:32:38.744319: step 780, loss = 2.47 (1442.7 examples/sec; 0.089 sec/batch)
2017-06-02 15:32:39.621937: step 790, loss = 2.57 (1458.5 examples/sec; 0.088 sec/batch)
2017-06-02 15:32:40.640633: step 800, loss = 2.74 (1256.5 examples/sec; 0.102 sec/batch)
2017-06-02 15:32:41.389186: step 810, loss = 2.61 (1710.0 examples/sec; 0.075 sec/batch)
2017-06-02 15:32:42.274797: step 820, loss = 2.69 (1445.3 examples/sec; 0.089 sec/batch)
2017-06-02 15:32:43.166350: step 830, loss = 2.72 (1435.7 examples/sec; 0.089 sec/batch)
2017-06-02 15:32:44.062756: step 840, loss = 2.44 (1427.9 examples/sec; 0.090 sec/batch)
2017-06-02 15:32:44.937901: step 850, loss = 2.71 (1462.6 examples/sec; 0.088 sec/batch)
2017-06-02 15:32:45.817071: step 860, loss = 2.66 (1455.9 examples/sec; 0.088 sec/batch)
2017-06-02 15:32:46.680902: step 870, loss = 2.63 (1481.8 examples/sec; 0.086 sec/batch)
2017-06-02 15:32:47.555314: step 880, loss = 2.79 (1463.8 examples/sec; 0.087 sec/batch)
2017-06-02 15:32:48.433132: step 890, loss = 2.51 (1458.2 examples/sec; 0.088 sec/batch)
2017-06-02 15:32:49.425374: step 900, loss = 2.59 (1290.0 examples/sec; 0.099 sec/batch)
2017-06-02 15:32:50.181777: step 910, loss = 2.89 (1692.2 examples/sec; 0.076 sec/batch)
2017-06-02 15:32:51.076114: step 920, loss = 2.46 (1431.2 examples/sec; 0.089 sec/batch)
2017-06-02 15:32:51.973299: step 930, loss = 2.42 (1426.7 examples/sec; 0.090 sec/batch)
2017-06-02 15:32:52.846076: step 940, loss = 2.43 (1466.6 examples/sec; 0.087 sec/batch)
2017-06-02 15:32:53.734950: step 950, loss = 2.69 (1440.0 examples/sec; 0.089 sec/batch)
2017-06-02 15:32:54.619064: step 960, loss = 2.57 (1447.8 examples/sec; 0.088 sec/batch)
2017-06-02 15:32:55.507370: step 970, loss = 2.45 (1441.0 examples/sec; 0.089 sec/batch)
2017-06-02 15:32:56.395765: step 980, loss = 2.51 (1440.8 examples/sec; 0.089 sec/batch)
2017-06-02 15:32:57.266055: step 990, loss = 2.30 (1470.8 examples/sec; 0.087 sec/batch)
2017-06-02 15:32:58.253724: step 1000, loss = 2.34 (1296.0 examples/sec; 0.099 sec/batch)
2017-06-02 15:32:59.047124: step 1010, loss = 2.50 (1613.3 examples/sec; 0.079 sec/batch)
2017-06-02 15:32:59.933581: step 1020, loss = 2.44 (1444.0 examples/sec; 0.089 sec/batch)
2017-06-02 15:33:00.828705: step 1030, loss = 2.44 (1430.0 examples/sec; 0.090 sec/batch)
2017-06-02 15:33:01.713123: step 1040, loss = 2.37 (1447.3 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:02.589711: step 1050, loss = 2.60 (1460.2 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:03.487805: step 1060, loss = 2.54 (1425.2 examples/sec; 0.090 sec/batch)
2017-06-02 15:33:04.370954: step 1070, loss = 2.52 (1449.4 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:05.253140: step 1080, loss = 2.55 (1450.9 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:06.129077: step 1090, loss = 2.40 (1461.3 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:07.106213: step 1100, loss = 2.37 (1310.0 examples/sec; 0.098 sec/batch)
2017-06-02 15:33:07.879512: step 1110, loss = 2.25 (1655.2 examples/sec; 0.077 sec/batch)
2017-06-02 15:33:08.774118: step 1120, loss = 2.35 (1430.8 examples/sec; 0.089 sec/batch)
2017-06-02 15:33:09.642785: step 1130, loss = 2.35 (1473.5 examples/sec; 0.087 sec/batch)
2017-06-02 15:33:10.521560: step 1140, loss = 2.29 (1456.6 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:11.387353: step 1150, loss = 2.37 (1478.4 examples/sec; 0.087 sec/batch)
2017-06-02 15:33:12.264395: step 1160, loss = 2.32 (1459.4 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:13.147059: step 1170, loss = 2.25 (1450.2 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:14.035267: step 1180, loss = 2.25 (1441.1 examples/sec; 0.089 sec/batch)
2017-06-02 15:33:14.913188: step 1190, loss = 2.19 (1458.0 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:15.902269: step 1200, loss = 2.08 (1294.1 examples/sec; 0.099 sec/batch)
2017-06-02 15:33:16.675582: step 1210, loss = 2.09 (1655.2 examples/sec; 0.077 sec/batch)
2017-06-02 15:33:17.560235: step 1220, loss = 2.37 (1446.9 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:18.427464: step 1230, loss = 1.98 (1476.0 examples/sec; 0.087 sec/batch)
2017-06-02 15:33:19.311709: step 1240, loss = 2.24 (1447.6 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:20.185396: step 1250, loss = 2.37 (1465.1 examples/sec; 0.087 sec/batch)
2017-06-02 15:33:21.082511: step 1260, loss = 2.10 (1426.8 examples/sec; 0.090 sec/batch)
2017-06-02 15:33:21.960808: step 1270, loss = 2.22 (1457.4 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:22.838930: step 1280, loss = 2.23 (1457.7 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:23.720741: step 1290, loss = 2.33 (1451.6 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:24.725100: step 1300, loss = 2.18 (1274.4 examples/sec; 0.100 sec/batch)
2017-06-02 15:33:25.491934: step 1310, loss = 2.21 (1669.2 examples/sec; 0.077 sec/batch)
2017-06-02 15:33:26.354586: step 1320, loss = 2.02 (1483.8 examples/sec; 0.086 sec/batch)
2017-06-02 15:33:27.235378: step 1330, loss = 2.06 (1453.3 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:28.108966: step 1340, loss = 2.09 (1465.2 examples/sec; 0.087 sec/batch)
2017-06-02 15:33:28.996754: step 1350, loss = 2.10 (1441.8 examples/sec; 0.089 sec/batch)
2017-06-02 15:33:29.879851: step 1360, loss = 1.94 (1449.4 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:30.781618: step 1370, loss = 2.10 (1419.5 examples/sec; 0.090 sec/batch)
2017-06-02 15:33:31.663836: step 1380, loss = 2.30 (1450.8 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:32.535179: step 1390, loss = 2.09 (1469.0 examples/sec; 0.087 sec/batch)
2017-06-02 15:33:33.508658: step 1400, loss = 2.13 (1314.9 examples/sec; 0.097 sec/batch)
2017-06-02 15:33:34.280609: step 1410, loss = 2.04 (1658.1 examples/sec; 0.077 sec/batch)
2017-06-02 15:33:35.164414: step 1420, loss = 1.97 (1448.3 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:36.043824: step 1430, loss = 2.07 (1455.5 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:36.936620: step 1440, loss = 1.94 (1433.7 examples/sec; 0.089 sec/batch)
2017-06-02 15:33:37.823311: step 1450, loss = 2.21 (1443.6 examples/sec; 0.089 sec/batch)
2017-06-02 15:33:38.701029: step 1460, loss = 2.07 (1458.3 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:39.585325: step 1470, loss = 1.86 (1447.5 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:40.467010: step 1480, loss = 1.99 (1451.8 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:41.348847: step 1490, loss = 2.16 (1451.5 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:42.334791: step 1500, loss = 1.76 (1298.3 examples/sec; 0.099 sec/batch)
2017-06-02 15:33:43.107227: step 1510, loss = 2.42 (1657.1 examples/sec; 0.077 sec/batch)
2017-06-02 15:33:44.000450: step 1520, loss = 1.98 (1433.0 examples/sec; 0.089 sec/batch)
2017-06-02 15:33:44.884194: step 1530, loss = 1.94 (1448.4 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:45.775160: step 1540, loss = 2.01 (1436.6 examples/sec; 0.089 sec/batch)
2017-06-02 15:33:46.656256: step 1550, loss = 1.82 (1452.7 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:47.553318: step 1560, loss = 1.79 (1426.9 examples/sec; 0.090 sec/batch)
2017-06-02 15:33:48.443118: step 1570, loss = 2.24 (1438.5 examples/sec; 0.089 sec/batch)
2017-06-02 15:33:49.337713: step 1580, loss = 1.84 (1430.8 examples/sec; 0.089 sec/batch)
2017-06-02 15:33:50.225510: step 1590, loss = 1.95 (1441.8 examples/sec; 0.089 sec/batch)
2017-06-02 15:33:51.220864: step 1600, loss = 1.90 (1286.0 examples/sec; 0.100 sec/batch)
2017-06-02 15:33:52.000689: step 1610, loss = 1.87 (1641.4 examples/sec; 0.078 sec/batch)
2017-06-02 15:33:52.879853: step 1620, loss = 1.76 (1455.9 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:53.776246: step 1630, loss = 1.80 (1428.0 examples/sec; 0.090 sec/batch)
2017-06-02 15:33:54.664700: step 1640, loss = 1.88 (1440.7 examples/sec; 0.089 sec/batch)
2017-06-02 15:33:55.546033: step 1650, loss = 1.79 (1452.3 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:56.418121: step 1660, loss = 1.82 (1467.7 examples/sec; 0.087 sec/batch)
2017-06-02 15:33:57.298256: step 1670, loss = 1.92 (1454.3 examples/sec; 0.088 sec/batch)
2017-06-02 15:33:58.184877: step 1680, loss = 1.73 (1443.7 examples/sec; 0.089 sec/batch)
2017-06-02 15:33:59.075097: step 1690, loss = 1.82 (1437.8 examples/sec; 0.089 sec/batch)
2017-06-02 15:34:00.068494: step 1700, loss = 1.58 (1288.5 examples/sec; 0.099 sec/batch)
2017-06-02 15:34:00.850436: step 1710, loss = 1.96 (1636.9 examples/sec; 0.078 sec/batch)
2017-06-02 15:34:01.729931: step 1720, loss = 1.78 (1455.4 examples/sec; 0.088 sec/batch)
2017-06-02 15:34:02.603970: step 1730, loss = 1.88 (1464.5 examples/sec; 0.087 sec/batch)
2017-06-02 15:34:03.495690: step 1740, loss = 1.83 (1435.4 examples/sec; 0.089 sec/batch)
2017-06-02 15:34:04.389683: step 1750, loss = 1.73 (1431.8 examples/sec; 0.089 sec/batch)
2017-06-02 15:34:05.293154: step 1760, loss = 1.71 (1416.8 examples/sec; 0.090 sec/batch)
2017-06-02 15:34:06.177079: step 1770, loss = 1.72 (1448.1 examples/sec; 0.088 sec/batch)
2017-06-02 15:34:07.088002: step 1780, loss = 1.91 (1405.2 examples/sec; 0.091 sec/batch)
2017-06-02 15:34:07.964682: step 1790, loss = 1.84 (1460.1 examples/sec; 0.088 sec/batch)
2017-06-02 15:34:08.952321: step 1800, loss = 1.71 (1296.0 examples/sec; 0.099 sec/batch)
2017-06-02 15:34:09.722572: step 1810, loss = 1.79 (1661.8 examples/sec; 0.077 sec/batch)
2017-06-02 15:34:10.594948: step 1820, loss = 1.70 (1467.3 examples/sec; 0.087 sec/batch)
2017-06-02 15:34:11.484573: step 1830, loss = 1.74 (1438.8 examples/sec; 0.089 sec/batch)
2017-06-02 15:34:12.368420: step 1840, loss = 1.63 (1448.2 examples/sec; 0.088 sec/batch)
2017-06-02 15:34:13.265914: step 1850, loss = 1.99 (1426.2 examples/sec; 0.090 sec/batch)
2017-06-02 15:34:14.140145: step 1860, loss = 1.76 (1464.2 examples/sec; 0.087 sec/batch)
2017-06-02 15:34:15.022404: step 1870, loss = 1.83 (1450.8 examples/sec; 0.088 sec/batch)
2017-06-02 15:34:15.918128: step 1880, loss = 1.77 (1429.0 examples/sec; 0.090 sec/batch)
2017-06-02 15:34:16.798355: step 1890, loss = 1.88 (1454.2 examples/sec; 0.088 sec/batch)
2017-06-02 15:34:17.788516: step 1900, loss = 1.64 (1292.7 examples/sec; 0.099 sec/batch)
2017-06-02 15:34:18.559728: step 1910, loss = 1.66 (1659.7 examples/sec; 0.077 sec/batch)
2017-06-02 15:34:19.442110: step 1920, loss = 1.79 (1450.6 examples/sec; 0.088 sec/batch)
2017-06-02 15:34:20.331773: step 1930, loss = 1.89 (1438.8 examples/sec; 0.089 sec/batch)
2017-06-02 15:34:21.206406: step 1940, loss = 1.44 (1463.4 examples/sec; 0.087 sec/batch)
2017-06-02 15:34:22.089679: step 1950, loss = 1.73 (1449.2 examples/sec; 0.088 sec/batch)
2017-06-02 15:34:22.970898: step 1960, loss = 1.72 (1452.5 examples/sec; 0.088 sec/batch)
2017-06-02 15:34:23.850605: step 1970, loss = 1.53 (1455.0 examples/sec; 0.088 sec/batch)
2017-06-02 15:34:24.729271: step 1980, loss = 1.77 (1456.8 examples/sec; 0.088 sec/batch)
2017-06-02 15:34:25.620149: step 1990, loss = 1.65 (1436.8 examples/sec; 0.089 sec/batch)
2017-06-02 15:34:26.618525: step 2000, loss = 1.63 (1282.1 examples/sec; 0.100 sec/batch)
2017-06-02 15:34:27.383252: step 2010, loss = 1.51 (1673.8 examples/sec; 0.076 sec/batch)
2017-06-02 15:34:28.262102: step 2020, loss = 1.66 (1456.4 examples/sec; 0.088 sec/batch)
2017-06-02 15:34:29.153932: step 2030, loss = 1.67 (1435.2 examples/sec; 0.089 sec/batch)
2017-06-02 15:34:30.063881: step 2040, loss = 1.76 (1406.7 examples/sec; 0.091 sec/batch)
2017-06-02 15:34:30.944602: step 2050, loss = 1.50 (1453.4 examples/sec; 0.088 sec/batch)
2017-06-02 15:34:31.816998: step 2060, loss = 1.73 (1467.2 examples/sec; 0.087 sec/batch)
2017-06-02 15:34:32.701644: step 2070, loss = 1.65 (1446.9 examples/sec; 0.088 sec/batch)
2017-06-02 15:34:33.594961: step 2080, loss = 1.52 (1432.9 examples/sec; 0.089 sec/batch)
2017-06-02 15:34:34.466804: step 2090, loss = 1.70 (1468.1 examples/sec; 0.087 sec/batch)
2017-06-02 15:34:35.464406: step 2100, loss = 1.47 (1283.1 examples/sec; 0.100 sec/batch)
2017-06-02 15:34:36.220466: step 2110, loss = 1.68 (1693.0 examples/sec; 0.076 sec/batch)
2017-06-02 15:34:37.103376: step 2120, loss = 1.65 (1449.8 examples/sec; 0.088 sec/batch)
2017-06-02 15:34:37.972761: step 2130, loss = 1.40 (1472.3 examples/sec; 0.087 sec/batch)
2017-06-02 15:34:38.856412: step 2140, loss = 1.58 (1448.5 examples/sec; 0.088 sec/batch)
2017-06-02 15:34:39.727803: step 2150, loss = 1.48 (1468.9 examples/sec; 0.087 sec/batch)
2017-06-02 15:34:40.603688: step 2160, loss = 1.54 (1461.4 examples/sec; 0.088 sec/batch)
2017-06-02 15:34:41.471651: step 2170, loss = 1.56 (1474.7 examples/sec; 0.087 sec/batch)
2017-06-02 15:34:42.354947: step 2180, loss = 1.42 (1449.1 examples/sec; 0.088 sec/batch)
2017-06-02 15:34:43.229533: step 2190, loss = 1.58 (1463.6 examples/sec; 0.087 sec/batch)
2017-06-02 15:34:44.205495: step 2200, loss = 1.60 (1311.5 examples/sec; 0.098 sec/batch)
2017-06-02 15:34:44.982906: step 2210, loss = 1.61 (1646.5 examples/sec; 0.078 sec/batch)
2017-06-02 15:34:45.855815: step 2220, loss = 1.55 (1466.4 examples/sec; 0.087 sec/batch)
2017-06-02 15:34:46.743266: step 2230, loss = 1.44 (1442.3 examples/sec; 0.089 sec/batch)
2017-06-02 15:34:47.628156: step 2240, loss = 1.44 (1446.5 examples/sec; 0.088 sec/batch)
2017-06-02 15:34:48.494027: step 2250, loss = 1.61 (1478.3 examples/sec; 0.087 sec/batch)
2017-06-02 15:34:49.366880: step 2260, loss = 1.59 (1466.4 examples/sec; 0.087 sec/batch)
2017-06-02 15:34:50.239741: step 2270, loss = 1.36 (1466.5 examples/sec; 0.087 sec/batch)
2017-06-02 15:34:51.110643: step 2280, loss = 1.44 (1469.7 examples/sec; 0.087 sec/batch)
2017-06-02 15:34:51.992412: step 2290, loss = 1.55 (1451.6 examples/sec; 0.088 sec/batch)
2017-06-02 15:34:52.971224: step 2300, loss = 1.38 (1307.7 examples/sec; 0.098 sec/batch)
2017-06-02 15:34:53.740537: step 2310, loss = 1.47 (1663.8 examples/sec; 0.077 sec/batch)
2017-06-02 15:34:54.615655: step 2320, loss = 1.83 (1462.7 examples/sec; 0.088 sec/batch)
2017-06-02 15:34:55.501606: step 2330, loss = 1.44 (1444.8 examples/sec; 0.089 sec/batch)
2017-06-02 15:34:56.374967: step 2340, loss = 1.62 (1465.6 examples/sec; 0.087 sec/batch)
2017-06-02 15:34:57.254718: step 2350, loss = 1.59 (1455.0 examples/sec; 0.088 sec/batch)
2017-06-02 15:34:58.135856: step 2360, loss = 1.48 (1452.7 examples/sec; 0.088 sec/batch)
2017-06-02 15:34:59.006546: step 2370, loss = 1.44 (1470.1 examples/sec; 0.087 sec/batch)
2017-06-02 15:34:59.881531: step 2380, loss = 1.37 (1462.9 examples/sec; 0.087 sec/batch)
2017-06-02 15:35:00.753756: step 2390, loss = 1.59 (1467.5 examples/sec; 0.087 sec/batch)
2017-06-02 15:35:01.731632: step 2400, loss = 1.47 (1309.0 examples/sec; 0.098 sec/batch)
2017-06-02 15:35:02.501643: step 2410, loss = 1.41 (1662.3 examples/sec; 0.077 sec/batch)
2017-06-02 15:35:03.377759: step 2420, loss = 1.45 (1461.0 examples/sec; 0.088 sec/batch)
2017-06-02 15:35:04.247298: step 2430, loss = 1.17 (1472.0 examples/sec; 0.087 sec/batch)
2017-06-02 15:35:05.115350: step 2440, loss = 1.36 (1474.6 examples/sec; 0.087 sec/batch)
2017-06-02 15:35:05.995054: step 2450, loss = 1.45 (1455.0 examples/sec; 0.088 sec/batch)
2017-06-02 15:35:06.875672: step 2460, loss = 1.43 (1453.5 examples/sec; 0.088 sec/batch)
2017-06-02 15:35:07.753278: step 2470, loss = 1.39 (1458.5 examples/sec; 0.088 sec/batch)
2017-06-02 15:35:08.620423: step 2480, loss = 1.36 (1476.1 examples/sec; 0.087 sec/batch)
2017-06-02 15:35:09.511123: step 2490, loss = 1.41 (1437.1 examples/sec; 0.089 sec/batch)
2017-06-02 15:35:10.507828: step 2500, loss = 1.35 (1284.2 examples/sec; 0.100 sec/batch)
2017-06-02 15:35:11.270393: step 2510, loss = 1.43 (1678.5 examples/sec; 0.076 sec/batch)
2017-06-02 15:35:12.150845: step 2520, loss = 1.38 (1453.8 examples/sec; 0.088 sec/batch)
2017-06-02 15:35:13.035919: step 2530, loss = 1.39 (1446.2 examples/sec; 0.089 sec/batch)
2017-06-02 15:35:13.919617: step 2540, loss = 1.47 (1448.5 examples/sec; 0.088 sec/batch)
2017-06-02 15:35:14.795902: step 2550, loss = 1.45 (1460.7 examples/sec; 0.088 sec/batch)
2017-06-02 15:35:15.676196: step 2560, loss = 1.42 (1454.0 examples/sec; 0.088 sec/batch)
2017-06-02 15:35:16.545932: step 2570, loss = 1.25 (1471.7 examples/sec; 0.087 sec/batch)
2017-06-02 15:35:17.433310: step 2580, loss = 1.17 (1442.4 examples/sec; 0.089 sec/batch)
2017-06-02 15:35:18.303416: step 2590, loss = 1.22 (1471.1 examples/sec; 0.087 sec/batch)
2017-06-02 15:35:19.294655: step 2600, loss = 1.39 (1291.3 examples/sec; 0.099 sec/batch)
2017-06-02 15:35:20.086826: step 2610, loss = 1.43 (1615.8 examples/sec; 0.079 sec/batch)
2017-06-02 15:35:20.955878: step 2620, loss = 1.29 (1472.9 examples/sec; 0.087 sec/batch)
